"Index","open","high","low","close","volume"
2011-06-08,4,4,4,4,400
2011-06-09,4,4,4,4,500
2011-06-10,4,4,4,4,0
2011-06-13,4,4,4,4,500
2011-06-14,4,4,4,4,500
2011-06-15,3.88,3.88,3.88,3.88,0
2011-06-16,4,4,4,4,0
2011-06-17,4,4,4,4,0
2011-06-20,4,4,4,4,500
2011-06-22,3.71,3.71,3.71,3.71,0
2011-06-24,3.71,3.71,3.7,3.7,11000
2011-06-27,3.7,3.7,3.7,3.7,600
2011-06-28,3.7,3.7,3.65,3.65,500
2011-06-29,3.7,3.7,3.7,3.7,100
2011-06-30,3.7,3.7,3.7,3.7,1200
2011-07-01,3.65,3.65,3.65,3.65,0
2011-07-04,3.7,3.7,3.7,3.7,0
2011-07-05,3.7,3.7,3.7,3.7,0
2011-07-06,3.7,3.7,3.7,3.7,600
2011-07-07,3.7,3.7,3.7,3.7,1400
2011-07-08,3.6,3.6,3.6,3.6,0
2011-07-11,3.65,3.65,3.65,3.65,0
2011-07-12,3.7,3.7,3.7,3.7,100
2011-07-14,3.6,3.6,3.6,3.6,0
2011-07-21,3.42,3.42,3.42,3.42,0
2011-07-22,3.7,3.7,3.7,3.7,100
2011-07-25,3.6,3.6,3.6,3.6,0
2011-07-27,3.7,3.7,3.7,3.7,0
2011-07-28,3.2,3.2,3.2,3.2,0
2011-07-29,3.2,3.2,3.2,3.2,0
2011-08-01,3.2,3.2,3.2,3.2,0
2011-08-03,2.8,2.8,2.8,2.8,0
2011-08-04,2.8,2.8,2.8,2.8,0
2011-08-08,2.8,2.8,2.8,2.8,0
2011-08-09,3.3,3.3,3.3,3.3,0
2011-08-10,3.15,3.15,3.15,3.15,0
2011-08-11,3.5,3.5,3.5,3.5,200
2011-08-12,3.79,3.79,3.79,3.79,0
2011-08-15,3.79,3.79,3.79,3.79,0
2011-08-16,3.79,3.79,3.79,3.79,0
2011-08-17,2.8,2.8,2.8,2.8,0
2011-08-19,3.79,3.79,3.79,3.79,0
2011-08-31,2.21,2.21,2.21,2.21,0
2011-09-01,3.4,3.4,3.4,3.4,0
2011-09-02,3.5,3.5,3.5,3.5,100
2011-09-05,3.5,3.5,3.5,3.5,100
2011-09-08,2.21,2.21,2.21,2.21,0
2011-09-09,3,3,3,3,0
2011-09-15,3.5,3.5,3.5,3.5,0
2011-09-16,3.6,3.6,3.6,3.6,0
2011-09-19,4,4,4,4,200
2011-09-20,4,4,4,4,2900
2011-09-22,3.5,3.5,3.5,3.5,600
2011-09-23,3.79,3.79,3.79,3.79,0
2011-09-27,3.5,3.5,3.5,3.5,0
2011-10-03,3.79,3.79,3.79,3.79,0
2011-10-04,3.5,3.5,3.5,3.5,0
2011-10-07,3.5,3.5,3.5,3.5,0
2011-10-10,3.5,3.5,3.5,3.5,0
2011-10-14,3.89,3.9,3.89,3.9,200
2011-10-20,3.5,3.5,3.5,3.5,0
2011-10-27,3.51,3.51,3.51,3.51,0
2011-10-31,3.51,3.51,3.51,3.51,0
2011-11-01,3.7,3.7,3.7,3.7,0
2011-11-04,3.6,3.6,3.6,3.6,0
2011-11-07,3.6,3.6,3.6,3.6,0
2011-11-08,3.7,3.7,3.7,3.7,0
2011-11-09,3.6,3.6,3.6,3.6,0
2011-11-10,3.7,3.7,3.7,3.7,0
2011-11-11,3.6,3.6,3.6,3.6,0
2011-11-14,3.7,3.72,3.7,3.72,200
2011-11-16,3.55,3.55,3.55,3.55,0
2011-11-17,3.5,3.5,3.5,3.5,2700
2011-11-18,3.5,3.93,3.5,3.93,1300
2011-11-21,3.51,3.51,3.5,3.5,1800
2011-11-22,3.1,3.1,3.1,3.1,0
2011-11-23,3.5,3.5,3.5,3.5,0
2011-11-25,3.51,3.51,3.51,3.51,0
2011-11-28,3.51,3.51,3.51,3.51,100
2011-12-01,3.76,3.76,3.76,3.76,300
2011-12-02,3.75,3.75,3.75,3.75,700
2011-12-06,3.75,3.75,3.75,3.75,0
2011-12-12,3.75,3.75,3.75,3.75,0
2011-12-14,3.5,3.5,3.5,3.5,100
2011-12-19,3.11,3.11,3.11,3.11,0
2011-12-20,3.11,3.11,3.11,3.11,0
2011-12-23,3.5,3.5,3.5,3.5,0
2011-12-26,3.3,3.3,3.3,3.3,0
2011-12-27,3.11,3.11,3.11,3.11,0
2011-12-28,3.3,3.3,3.3,3.3,0
2011-12-29,3.13,3.13,3.13,3.13,0
2012-01-02,3.5,3.5,3.5,3.5,1200
2012-01-17,3.11,3.11,3.11,3.11,0
2012-01-23,3.75,3.75,3.75,3.75,0
2012-02-07,3.5,3.5,3.5,3.5,0
2012-02-09,3.11,3.11,3.11,3.11,0
2012-02-13,4.5,4.5,4.5,4.5,0
2012-02-14,3.5,3.5,3.5,3.5,400
2012-02-15,3.11,3.11,3.11,3.11,0
2012-02-16,4.6,4.6,4.6,4.6,0
2012-02-27,3.1,3.1,3.1,3.1,0
2012-02-28,3.3,3.3,3.3,3.3,0
2012-02-29,3.3,3.3,3.3,3.3,0
2012-03-01,3.5,3.5,3.5,3.5,0
2012-03-05,4.2,4.2,4.2,4.2,0
2012-03-06,4.5,4.5,4.5,4.5,100
2012-03-07,3.9,3.9,3.9,3.9,0
2012-03-08,3.9,3.9,3.9,3.9,0
2012-03-14,4.88,4.88,4.88,4.88,100
2012-03-15,3.92,3.92,3.92,3.92,0
2012-03-26,4.9,4.9,4.9,4.9,100
2012-03-27,3.92,3.92,3.92,3.92,0
2012-03-28,3.92,3.92,3.92,3.92,0
2012-04-02,5.1,5.1,5.1,5.1,200
2012-04-04,5.09,5.09,5.09,5.09,20100
2012-04-10,4.9,4.9,4.9,4.9,0
2012-04-11,5.1,5.1,5.1,5.1,200
2012-04-13,5.19,5.19,5.19,5.19,200
2012-04-16,5.19,5.19,5.19,5.19,200
2012-04-17,3.95,3.95,3.95,3.95,0
2012-04-19,5.19,5.19,5.19,5.19,200
2012-04-20,5.2,5.2,5.2,5.2,200
2012-04-23,4,4,4,4,0
2012-04-24,4,4,4,4,0
2012-04-27,4.25,4.25,4.25,4.25,100
2012-05-02,4,4,4,4,0
2012-05-07,3.5,3.5,3.5,3.5,0
2012-05-08,4,4,4,4,0
2012-05-09,4.25,4.25,4.25,4.25,400
2012-05-10,3.5,3.5,3.5,3.5,0
2012-05-11,3.5,3.5,3.5,3.5,0
2012-05-14,5.51,5.51,5.51,5.51,200
2012-05-15,4.2,4.2,4.2,4.2,0
2012-05-16,3.5,3.5,3.5,3.5,0
2012-05-17,3.5,3.5,3.5,3.5,0
2012-05-21,5.5,5.5,5.5,5.5,0
2012-05-22,3.5,3.5,3.5,3.5,0
2012-05-24,3.7,3.7,3.7,3.7,0
2012-05-25,3.5,3.5,3.5,3.5,0
2012-05-28,5.6,5.6,5.6,5.6,400
2012-06-15,3.5,3.5,3.5,3.5,0
2012-06-18,5.6,5.6,5.6,5.6,100
2012-06-20,3.5,3.5,3.5,3.5,0
2012-06-25,3.5,3.5,3.5,3.5,0
2012-06-26,3.55,3.55,3.55,3.55,0
2012-07-02,3.55,3.55,3.55,3.55,0
2012-07-05,3.87,3.87,3.87,3.87,0
2012-07-18,3.87,3.87,3.87,3.87,0
2012-07-24,4,4,4,4,0
2012-07-26,3.87,3.87,3.87,3.87,0
2012-07-27,3.87,3.87,3.87,3.87,0
2012-08-01,3.87,3.87,3.87,3.87,0
2012-08-06,3.87,3.87,3.87,3.87,0
2012-08-07,3.87,3.87,3.87,3.87,0
2012-08-16,5,5,5,5,0
2012-08-17,5,5,5,5,0
2012-08-20,5,5,5,5,0
2012-08-24,6,6,6,6,100
2012-08-28,5.6,5.6,5.6,5.6,0
2012-09-03,5.6,5.6,5.6,5.6,0
2012-09-04,5,5,5,5,0
2012-09-06,5.5,5.5,5.5,5.5,0
2012-09-12,1.5,1.5,1.5,1.5,0
2012-09-13,2.5,2.5,2.5,2.5,0
2012-09-24,5.6,5.6,5.6,5.6,0
2012-09-27,5,5,5,5,0
2012-10-01,4.7,4.7,4.7,4.7,0
2012-10-05,4.01,4.01,4.01,4.01,0
2012-10-16,5.5,5.5,5.5,5.5,100
2012-10-17,5.55,5.55,5.55,5.55,200
2012-10-18,5.5,5.5,5.5,5.5,200
2012-11-05,4,4,4,4,0
2012-11-12,5.6,5.6,5.6,5.6,200
2012-11-13,5.6,5.6,5.6,5.6,300
2012-11-16,5,5,5,5,0
2012-11-26,4.01,4.01,4.01,4.01,0
2012-11-27,5.5,5.5,5.5,5.5,200
2012-11-28,5.5,5.5,5.5,5.5,200
